Year,Month,Day,Hour,latitude,longitute,longitude,qa_value,nitrogendioxide_tropospheric_column,nitrogendioxide_tropospheric_column_precision,nitrogendioxide_tropospheric_column_precision_kernel,air_mass_factor_troposphere,air_mass_factor_total,tm5_tropopause_layer_index
2021.0,9.0,16.0,12.0,51.044288635253906,12.444888,12.4448881149292,0.00739999992996454,6.791429768782109e-05,3.301595279481262e-05,3.0092507586232387e-05,0.7277441024780273,1.4622864723205566,16.0
2021.0,9.0,16.0,12.0,51.05091094970703,12.502388,12.502388000488281,0.00739999992996454,8.611405064584687e-05,4.29736464866437e-05,3.937142537324689e-05,0.6521196961402893,1.4136710166931152,16.0
2021.0,9.0,16.0,12.0,51.057498931884766,12.560118,12.560117721557617,0.00739999992996454,6.865774776088074e-05,3.2932122849160805e-05,2.9932747565908358e-05,0.7402971982955933,1.4693270921707153,16.0
2021.0,9.0,16.0,12.0,51.06405258178711,12.618082,12.618082046508789,0.00739999992996454,5.9478592447703704e-05,6.126132211647928e-05,6.0095273511251435e-05,0.9638646841049194,1.6087590456008911,16.0
2021.0,9.0,16.0,12.0,51.07057571411133,12.676286,12.676285743713379,0.00739999992996454,5.1471135520841926e-05,5.2464401960605755e-05,5.1444556447677314e-05,1.1825271844863892,1.7450138330459595,16.0
2021.0,9.0,16.0,12.0,51.07706069946289,12.734733,12.734732627868652,0.00739999992996454,5.589544161921367e-05,6.125870277173817e-05,6.0230031522223726e-05,1.1052851676940918,1.69850492477417,16.0
2021.0,9.0,16.0,12.0,51.083518981933594,12.793428,12.793428421020508,0.00739999992996454,6.545981159433722e-05,6.562026828760281e-05,6.430101348087192e-05,0.9674014449119568,1.6152317523956299,16.0
2021.0,9.0,16.0,12.0,51.08993911743164,12.852372,12.852372169494629,0.00739999992996454,7.730575453024358e-05,3.271319292252883e-05,2.882890657929238e-05,0.8343795537948608,1.534646987915039,16.0
2021.0,9.0,16.0,12.0,51.09632873535156,12.911574,12.911574363708496,0.00739999992996454,6.980670877965167e-05,3.139778709737584e-05,2.8122978619649075e-05,0.7244306802749634,1.4667212963104248,16.0
2021.0,9.0,16.0,12.0,51.1026725769043,12.971038,12.971037864685059,0.00739999992996454,6.610524724237621e-05,3.3992775570368394e-05,3.131632911390625e-05,0.6239800453186035,1.4038995504379272,16.0
2021.0,9.0,16.0,12.0,51.10899353027344,13.030764,13.030763626098633,0.00739999992996454,6.93842230248265e-05,3.5372882848605514e-05,3.25372711813543e-05,0.6582703590393066,1.426252007484436,16.0
2021.0,9.0,16.0,12.0,51.11527633666992,13.09076,13.090760231018066,0.00739999992996454,7.37388982088305e-05,3.686846685013734e-05,3.379033660166897e-05,0.6381668448448181,1.4151065349578857,16.0
2021.0,9.0,16.0,12.0,51.12152862548828,13.151032,13.151032447814941,0.00739999992996454,6.926368951098993e-05,3.496015051496215e-05,3.209850183338858e-05,0.6348087191581726,1.4136652946472168,16.0
2021.0,9.0,16.0,12.0,51.127742767333984,13.211581,13.211581230163574,0.00739999992996454,5.9656344092218205e-05,3.1509134714724496e-05,2.9162823921069503e-05,0.6415314674377441,1.419025182723999,16.0
2021.0,9.0,16.0,12.0,51.13391876220703,13.272414,13.272414207458496,0.00739999992996454,6.435468094423413e-05,3.1905245123198256e-05,2.9193897717050277e-05,0.6858949065208435,1.4470374584197998,16.0
2021.0,9.0,16.0,12.0,51.14006423950195,13.333535,13.333535194396973,0.00739999992996454,5.797231278847903e-05,2.807144119287841e-05,2.5565097530488856e-05,0.7479938864707947,1.486512303352356,16.0
2021.0,9.0,16.0,12.0,51.14617156982422,13.394951,13.394950866699219,0.00739999992996454,6.506908539449796e-05,3.0808769224677235e-05,2.7925272661377676e-05,0.7060865163803101,1.4615569114685059,16.0
2021.0,9.0,16.0,12.0,51.15224075317383,13.456665,13.4566650390625,0.00739999992996454,9.449959907215089e-05,3.9185641071526334e-05,3.432648372836411e-05,0.6166387796401978,1.4071004390716553,16.0
2021.0,9.0,16.0,12.0,51.15827941894531,13.518682,13.518681526184082,0.00739999992996454,9.36529686441645e-05,3.627155820140615e-05,3.106108124484308e-05,0.5897444486618042,1.3925620317459106,16.0
2021.0,9.0,16.0,12.0,51.164276123046875,13.581009,13.581008911132812,0.00739999992996454,8.107951725833118e-05,3.899654620909132e-05,3.546512743923813e-05,0.6939123272895813,1.4608573913574219,16.0
2021.0,9.0,16.0,12.0,51.17024612426758,13.643647,13.643647193908691,0.00739999992996454,7.670049672015011e-05,3.2934513001237065e-05,2.9143842766643502e-05,0.7801090478897095,1.5179328918457031,16.0
2021.0,9.0,16.0,12.0,51.17616653442383,13.706607,13.7066068649292,0.00739999992996454,8.432027971139178e-05,3.586042657843791e-05,3.164765075780451e-05,0.768733561038971,1.5138816833496094,16.0
2021.0,9.0,16.0,12.0,51.18205261230469,13.769891,13.769890785217285,0.00739999992996454,7.049941632431e-05,3.934367123292759e-05,3.673034007078968e-05,0.8480414748191833,1.5666942596435547,16.0
2021.0,9.0,16.0,12.0,51.187904357910156,13.833505,13.833504676818848,0.00739999992996454,6.310967728495598e-05,2.632627365528606e-05,2.310323361598421e-05,0.8412632942199707,1.566507339477539,16.0
2021.0,9.0,16.0,12.0,51.193721771240234,13.897455,13.897455215454102,0.00739999992996454,6.192987348185852e-05,3.814000592683442e-05,3.6072811781195924e-05,0.8494254946708679,1.574950098991394,16.0
2021.0,9.0,16.0,12.0,51.04561996459961,12.02974,12.029740333557129,0.00739999992996454,5.1102608267683536e-05,2.0233810573699884e-05,1.7462762116338126e-05,0.8736230731010437,1.5723068714141846,16.0
2021.0,9.0,16.0,12.0,51.05247497558594,12.085792,12.08579158782959,0.00739999992996454,5.237763616605662e-05,2.6241101295454428e-05,2.405948362138588e-05,0.761584997177124,1.5035911798477173,16.0
2021.0,9.0,16.0,12.0,51.05929183959961,12.142048,12.142047882080078,0.00739999992996454,6.050073716323823e-05,3.057887442992069e-05,2.8082984499633312e-05,0.7425341606140137,1.4901001453399658,16.0
2021.0,9.0,16.0,12.0,51.06608963012695,12.198511,12.198511123657227,0.00739999992996454,5.657720612362027e-05,2.5762681616470218e-05,2.314468838449102e-05,0.7913146018981934,1.5173429250717163,16.0
2021.0,9.0,16.0,12.0,51.07284164428711,12.255184,12.255184173583984,0.00739999992996454,5.777405749540776e-05,2.8405676857801154e-05,2.59493499470409e-05,0.7351806163787842,1.4815070629119873,16.0
2021.0,9.0,16.0,12.0,51.079566955566406,12.312074,12.312073707580566,0.00739999992996454,6.592744466615841e-05,3.1803683668840677e-05,2.8941614800714888e-05,0.6859251856803894,1.4497416019439697,16.0
2021.0,9.0,16.0,12.0,51.08625793457031,12.369182,12.369181632995605,0.00739999992996454,7.193192868726328e-05,2.768313788692467e-05,2.365138425375335e-05,0.642029345035553,1.4207159280776978,16.0
2021.0,9.0,16.0,12.0,51.09291076660156,12.426517,12.42651653289795,0.00739999992996454,7.394858403131366e-05,3.3753291063476354e-05,3.034055043826811e-05,0.6935263276100159,1.4497631788253784,16.0
2021.0,9.0,16.0,12.0,51.09954071044922,12.484074,12.484073638916016,0.00739999992996454,6.534893327625468e-05,3.20607541652862e-05,2.9275804990902543e-05,0.7243226170539856,1.4670746326446533,16.0
2021.0,9.0,16.0,12.0,51.10613250732422,12.541863,12.541863441467285,0.00739999992996454,7.717444532318041e-05,3.922485120710917e-05,3.606040991144255e-05,0.6849916577339172,1.4433419704437256,16.0
2021.0,9.0,16.0,12.0,51.11268615722656,12.599889,12.599888801574707,0.00739999992996454,6.338133971439674e-05,3.0471423087874427e-05,2.770956234598998e-05,0.7629555463790894,1.4924105405807495,16.0
2021.0,9.0,16.0,12.0,51.11921691894531,12.658153,12.65815258026123,0.00739999992996454,5.8559206081554294e-05,3.607140388339758e-05,3.411713623791002e-05,0.8563835620880127,1.5508434772491455,16.0
2021.0,9.0,16.0,12.0,51.12570571899414,12.716661,12.71666145324707,0.00739999992996454,4.98833651363384e-05,4.8200217861449346e-05,4.715640898211859e-05,0.9588493704795837,1.6145986318588257,16.0
2021.0,9.0,16.0,12.0,51.132171630859375,12.775416,12.775416374206543,0.00739999992996454,7.753112731734291e-05,3.215565448044799e-05,2.8169897632324137e-05,0.8317564129829407,1.5374250411987305,16.0
2021.0,9.0,16.0,12.0,51.13859558105469,12.834424,12.834424018859863,0.00739999992996454,7.90044796303846e-05,3.865771213895641e-05,3.528102024574764e-05,0.7120940089225769,1.4658069610595703,16.0
2021.0,9.0,16.0,12.0,51.14498519897461,12.893687,12.89368724822998,0.00739999992996454,7.698663102928549e-05,3.6171142710372806e-05,3.273032052675262e-05,0.6503821611404419,1.4290696382522583,16.0
2021.0,9.0,16.0,12.0,51.151344299316406,12.953212,12.953211784362793,0.00739999992996454,8.21666035335511e-05,3.702114554471336e-05,3.317395385238342e-05,0.7009722590446472,1.4594444036483765,16.0
2021.0,9.0,16.0,12.0,51.15766525268555,13.013001,13.013001441955566,0.00739999992996454,6.618218321818858e-05,4.009472468169406e-05,3.784684304264374e-05,0.8512667417526245,1.5536644458770752,16.0
2021.0,9.0,16.0,12.0,51.16394805908203,13.073061,13.073060989379883,0.00739999992996454,6.17938203504309e-05,2.7135867640026845e-05,2.415815288259182e-05,0.8145000338554382,1.533509373664856,16.0
2021.0,9.0,16.0,12.0,51.17020034790039,13.133396,13.13339614868164,0.00739999992996454,5.217842772253789e-05,2.4576236683060415e-05,2.2250569600146264e-05,0.814582109451294,1.5353463888168335,16.0
2021.0,9.0,16.0,12.0,51.176414489746094,13.194008,13.194007873535156,0.00739999992996454,6.84975238982588e-05,2.956526805064641e-05,2.6199782951152883e-05,0.8511080145835876,1.5602197647094727,16.0
2021.0,9.0,16.0,12.0,51.1826057434082,13.254906,13.254905700683594,0.00739999992996454,5.9235204389551654e-05,2.7084977773483843e-05,2.435659189359285e-05,0.8736577033996582,1.5757958889007568,16.0
2021.0,9.0,16.0,12.0,51.188751220703125,13.316092,13.316091537475586,0.00739999992996454,7.329616346396506e-05,3.1779294658917934e-05,2.8196285711601377e-05,0.8563476800918579,1.5657284259796143,16.0
2021.0,9.0,16.0,12.0,51.19485855102539,13.377571,13.377571105957031,0.00739999992996454,6.806482269894332e-05,3.0300730941235088e-05,2.707067505980376e-05,0.8193439841270447,1.542136788368225,16.0
2021.0,9.0,16.0,12.0,51.20093536376953,13.439349,13.439349174499512,0.00739999992996454,6.6553388023749e-05,3.172727519995533e-05,2.880010288208723e-05,0.8418926000595093,1.556081771850586,16.0
2021.0,9.0,16.0,12.0,51.206974029541016,13.501431,13.501431465148926,0.00739999992996454,8.734921721043065e-05,3.958860179409385e-05,3.5525514249457046e-05,0.7446035742759705,1.4975309371948242,16.0
2021.0,9.0,16.0,12.0,51.21297836303711,13.563822,13.563821792602539,0.00739999992996454,8.638019062345847e-05,3.8789665268268436e-05,3.4730055631371215e-05,0.7495114207267761,1.5045539140701294,16.0
2021.0,9.0,16.0,12.0,51.21894836425781,13.626529,13.6265287399292,0.00739999992996454,8.110795897664502e-05,3.4510110708652064e-05,3.0459934350801632e-05,0.8135123252868652,1.5479882955551147,16.0
2021.0,9.0,16.0,12.0,51.22487258911133,13.689554,13.689554214477539,0.00739999992996454,8.000485831871629e-05,3.405077222851105e-05,3.0057011827011593e-05,0.8179234862327576,1.5541716814041138,16.0
2021.0,9.0,16.0,12.0,51.230770111083984,13.752906,13.75290584564209,0.00739999992996454,5.6240223784698173e-05,4.0236434870166704e-05,3.863226811517961e-05,0.899320662021637,1.6083178520202637,16.0
2021.0,9.0,16.0,12.0,51.23662185668945,13.816586,13.816585540771484,0.00739999992996454,6.23498490313068e-05,3.3909040212165564e-05,3.1532887078356e-05,0.8682045340538025,1.5921766757965088,16.0
2021.0,9.0,16.0,12.0,51.242435455322266,13.880605,13.88060474395752,0.00739999992996454,5.39731299795676e-05,3.696756175486371e-05,3.535642463248223e-05,0.8711060881614685,1.5968657732009888,16.0
2021.0,9.0,16.0,12.0,51.09421920776367,12.010957,12.010956764221191,0.009999999776482582,5.252523624221794e-05,2.183541437261738e-05,1.9142342353006825e-05,0.9300472140312195,1.6105797290802002,16.0
2021.0,9.0,16.0,12.0,51.10107421875,12.067065,12.067065238952637,0.00739999992996454,4.7715733671793714e-05,2.276355189678725e-05,2.066658271360211e-05,0.7554836869239807,1.5058027505874634,16.0
2021.0,9.0,16.0,12.0,51.10790252685547,12.12338,12.123379707336426,0.00739999992996454,7.16984795872122e-05,2.2497226382256486e-05,1.733488534227945e-05,0.7162219882011414,1.4801404476165771,16.0
2021.0,9.0,16.0,12.0,51.11470031738281,12.179899,12.179899215698242,0.00739999992996454,5.9365796914789826e-05,2.1584435671684332e-05,1.8025424651568756e-05,0.776105523109436,1.5145542621612549,16.0
2021.0,9.0,16.0,12.0,51.121456146240234,12.236633,12.23663330078125,0.00739999992996454,6.787375605199486e-05,3.1632713216822594e-05,2.857191975635942e-05,0.7287182211875916,1.485962152481079,16.0
2021.0,9.0,16.0,12.0,51.12818145751953,12.293582,12.29358196258545,0.00739999992996454,6.959262827876955e-05,3.329471655888483e-05,3.024587203981355e-05,0.6916756629943848,1.462110161781311,16.0
2021.0,9.0,16.0,12.0,51.134883880615234,12.350751,12.350750923156738,0.00739999992996454,7.446337258443236e-05,3.001970617333427e-05,2.6065128622576594e-05,0.6696355938911438,1.4466142654418945,16.0
2021.0,9.0,16.0,12.0,51.141544342041016,12.408141,12.408141136169434,0.00739999992996454,6.027729614288546e-05,2.942053833976388e-05,2.6837175028049387e-05,0.7378342151641846,1.4859508275985718,16.0
2021.0,9.0,16.0,12.0,51.14817428588867,12.465761,12.465761184692383,0.00739999992996454,6.20968930888921e-05,2.7977790523436852e-05,2.5070215997402556e-05,0.8274818062782288,1.5393437147140503,16.0
2021.0,9.0,16.0,12.0,51.15476608276367,12.523611,12.523611068725586,0.00739999992996454,6.811687489971519e-05,3.051055500691291e-05,2.7300138754071668e-05,0.8016308546066284,1.5228593349456787,16.0
2021.0,9.0,16.0,12.0,51.16133117675781,12.581697,12.581697463989258,0.00739999992996454,6.720987585140392e-05,3.0860319384373724e-05,2.777899499051273e-05,0.7664373517036438,1.5023359060287476,16.0
2021.0,9.0,16.0,12.0,51.16786575317383,12.640023,12.640023231506348,0.00739999992996454,6.755036156391725e-05,3.054732223972678e-05,2.7397389203542843e-05,0.7973053455352783,1.522646188735962,16.0
2021.0,9.0,16.0,12.0,51.17436218261719,12.698592,12.698592185974121,0.00739999992996454,8.026410068850964e-05,3.486772402538918e-05,3.095262582064606e-05,0.8015293478965759,1.5263043642044067,16.0
2021.0,9.0,16.0,12.0,51.180824279785156,12.757407,12.757407188415527,0.00739999992996454,8.646395872347057e-05,3.9084978197934106e-05,3.505131826386787e-05,0.7354776263237,1.486656665802002,16.0
2021.0,9.0,16.0,12.0,51.18724822998047,12.816478,12.81647777557373,0.00739999992996454,8.351008000317961e-05,3.718187508638948e-05,3.321949043311179e-05,0.7425224781036377,1.4917597770690918,16.0
2021.0,9.0,16.0,12.0,51.19364547729492,12.875803,12.875802993774414,0.00739999992996454,0.00010571222082944587,4.7312878450611606e-05,4.232618084643036e-05,0.6766321659088135,1.4530270099639893,16.0
2021.0,9.0,16.0,12.0,51.20000457763672,12.93539,12.93539047241211,0.00739999992996454,5.9820173191837966e-05,2.7015521482098848e-05,2.422189572826028e-05,0.6623558402061462,1.4448870420455933,16.0
2021.0,9.0,16.0,12.0,51.20632553100586,12.995242,12.99524211883545,0.00739999992996454,5.628478174912743e-05,2.64973768935306e-05,2.3987327949726023e-05,0.7538413405418396,1.5017430782318115,16.0
2021.0,9.0,16.0,12.0,51.212615966796875,13.055365,13.055364608764648,0.00739999992996454,7.52987980376929e-05,3.301696415292099e-05,2.938236684713047e-05,0.7799701690673828,1.5194013118743896,16.0
2021.0,9.0,16.0,12.0,51.218875885009766,13.115764,13.115763664245605,0.00739999992996454,6.190439307829365e-05,2.950286761915777e-05,2.6779340259963647e-05,0.8150372505187988,1.543394684791565,16.0
2021.0,9.0,16.0,12.0,51.22509765625,13.176439,13.17643928527832,0.00739999992996454,7.175242353696376e-05,3.22211162711028e-05,2.8848982765339315e-05,0.8470913767814636,1.565953016281128,16.0
2021.0,9.0,16.0,12.0,51.23128890991211,13.2374,13.23740005493164,0.00739999992996454,7.201830158010125e-05,3.101726542809047e-05,2.7470081477076747e-05,0.8819685578346252,1.5888895988464355,16.0
2021.0,9.0,16.0,12.0,51.2374382019043,13.298652,13.298651695251465,0.00739999992996454,7.769757212372497e-05,4.078242272953503e-05,3.770582770812325e-05,0.9001712799072266,1.600773811340332,16.0
