2.000953038725101507e+01,2.855706790207330315e+00
2.001356832720361112e+01,3.852350568164527367e+00
2.001889999038011325e+01,4.853546219547205887e+00
2.002568058271790363e+01,5.859280722052721657e+00
2.003377507782202116e+01,6.869723385230750878e+00
2.004311798044972548e+01,7.884974492580692385e+00
2.005401566656687606e+01,8.904976742048056337e+00
2.006618799361265459e+01,9.929990609108532595e+00
1.901692438374096028e+01,-3.995290374287744584e+00
1.901210731238528240e+01,-3.027130001043755403e+00
1.900866450588341650e+01,-2.055009039490905298e+00
1.900637526305466096e+01,-1.078814183827043749e+00
1.900532929459368248e+01,-9.845817285535929386e-02
1.900545908730277844e+01,8.861436481990594416e-01
1.900707404407933154e+01,1.874957420368652095e+00
1.900989099543143013e+01,2.868220176042058256e+00
1.901398249944199748e+01,3.865886332256257774e+00
1.901937176258497431e+01,4.868135619345292042e+00
1.902597916393741784e+01,5.874958919735818519e+00
1.903435599609721862e+01,6.886373170267433785e+00
1.904383208370570202e+01,7.902655773447786913e+00
1.905471380272914672e+01,8.923749427222237074e+00
1.906701527884733949e+01,9.949763532663705945e+00
1.809648948806954749e+01,-1.160689672303107045e+01
1.808240618408829903e+01,-1.066736692907787720e+01
1.806947433755574295e+01,-9.724387086790684975e+00
1.805770504722041991e+01,-8.777871238183719171e+00
1.804703483579343626e+01,-7.827703471032713800e+00
1.803746370327478488e+01,-6.873883785337695507e+00
1.802915492741887959e+01,-5.916362688502489142e+00
1.802204099502831980e+01,-4.955055525752233514e+00
1.801621363475159043e+01,-3.989859407165334382e+00
1.801151965860555038e+01,-3.020745681714484210e+00
1.800797319227000415e+01,-2.047604948326735563e+00
1.800573953145361017e+01,-1.070372085681251306e+00
1.800474813602758672e+01,-8.898588209019298034e-02
1.800507963589200600e+01,8.965705943821395962e-01
1.800667559864347211e+01,1.886452327771795723e+00
1.800946750210785297e+01,2.880736158491069787e+00
1.801361458813064331e+01,3.879440321686934645e+00
1.801913300034617293e+01,4.882689847156917118e+00
1.802595118964795162e+01,5.890538132226574852e+00
1.803408328171661523e+01,6.903094577968582612e+00
1.804368750942038346e+01,7.920369605167565830e+00
1.805470745831038570e+01,8.942533826584128320e+00
1.806699498528913139e+01,9.969654965057372920e+00
1.722510209972208273e+01,-1.810170014141842643e+01
1.720351023927764800e+01,-1.718387088075365199e+01
1.718279364135944576e+01,-1.626290805588210020e+01
1.716317704305610548e+01,-1.533889371515642353e+01
1.714482977598565938e+01,-1.441173147980657276e+01
1.712745151804405452e+01,-1.348131716160358806e+01
1.711120554698569407e+01,-1.254760126795131470e+01
1.709602233165933427e+01,-1.161051477279977107e+01
1.708198351094176104e+01,-1.067003292985071283e+01
1.706909715665014815e+01,-9.726093224205364152e+00
1.705729979149558062e+01,-8.778579743639513211e+00
1.704674863936972429e+01,-7.827489881731055199e+00
1.703722703500038804e+01,-6.872679075228431245e+00
1.702896375138557161e+01,-5.914198115035082637e+00
1.702182578008427782e+01,-4.951862062876560167e+00
1.701612353297144509e+01,-3.985696963358108746e+00
1.701140349996041579e+01,-3.015569977223681697e+00
1.700798416474301789e+01,-2.041444634179689910e+00
1.700572646501590413e+01,-1.063182882125881523e+00
1.700478358876220852e+01,-8.081337208961869578e-02
1.700516966166172139e+01,9.057732970020202501e-01
1.700674158550259563e+01,1.896683919799903251e+00
1.700966465599350741e+01,2.891983617624926062e+00
1.701394492699721539e+01,3.891719276651133264e+00
1.701944131825613127e+01,4.896013320254143153e+00
1.702639471049322850e+01,5.904908729878822982e+00
1.703450478160542048e+01,6.918509693753815526e+00
1.704424723917574624e+01,7.936855288594911961e+00
1.705532377905510089e+01,8.960065331355497875e+00
1.706774650896888801e+01,9.988233594383872926e+00
1.708152753664291623e+01,1.102145385002812716e+01
1.624707670331932619e+01,-1.902810825402225703e+01
1.622436080434873773e+01,-1.811230161980316922e+01
1.620281241819085594e+01,-1.719352812450485857e+01
1.618205967363623543e+01,-1.627163018257322591e+01
1.616263771964874607e+01,-1.534671588696619438e+01
1.614418275683597059e+01,-1.441856513723078592e+01
1.612684797318104657e+01,-1.348720658439436093e+01
1.611072711528672485e+01,-1.255252170981058057e+01
1.609550775332395389e+01,-1.161450009759892765e+01
1.608151240689306860e+01,-1.067307402001640426e+01
1.606875116576534879e+01,-9.728165333439504181e+00
1.605692370783729217e+01,-8.779669849639457624e+00
1.604642006590663073e+01,-7.827604495648154526e+00
1.603686836876393329e+01,-6.871811685911404233e+00
1.602865864920694250e+01,-5.912308347461039837e+00
1.602164377311529364e+01,-4.949018943095656375e+00
1.601576228115433409e+01,-3.981811931866293897e+00
1.601116937926146022e+01,-3.010700336075623262e+00
1.600787919311646945e+01,-2.035574754650669949e+00
1.600574862450750402e+01,-1.056328392940618421e+00
1.600493287937196385e+01,-7.297427324808403171e-02
1.600514777924038157e+01,9.147168224532826741e-01
1.600685087010791818e+01,1.906643312356818498e+00
1.600990107171697829e+01,2.902927619838084894e+00
1.601415932176422174e+01,3.903707796997306190e+00
1.601978688004980000e+01,4.909017707705968014e+00
1.602671825133056416e+01,5.918957635463593547e+00
1.603496756128630452e+01,6.933636981343100025e+00
1.604476560086885684e+01,7.953020583165860025e+00
1.605575260659432502e+01,8.977359798834264382e+00
1.606830852148916833e+01,1.000655955769294003e+01
1.608230437302132643e+01,1.104083605546565394e+01
1.524622038455322759e+01,-1.903960056971500237e+01
1.522361749102099715e+01,-1.812291872691256245e+01
1.520196140912091742e+01,-1.720315671722879003e+01
1.518132167000466026e+01,-1.628038356671377684e+01
1.516194722621222546e+01,-1.535449377902385848e+01
1.514361132270071941e+01,-1.442542093453104002e+01
1.512617287921211329e+01,-1.349304260985971737e+01
1.511001183877300846e+01,-1.255745387566527782e+01
1.509491960792839471e+01,-1.161844765379735378e+01
1.508104735670714902e+01,-1.067606822400797029e+01
1.506818043779149008e+01,-9.730155394320888718e+00
1.505640250801288360e+01,-8.780668789713306666e+00
1.504587079126298121e+01,-7.827605803763116654e+00
1.503651575638996896e+01,-6.870897410420165663e+00
1.502843316795127215e+01,-5.910409462313599427e+00
1.502139223499463405e+01,-4.946106797264639532e+00
1.501563585619757291e+01,-3.977930805103724765e+00
1.501117008542285092e+01,-3.005834599656783013e+00
1.500785586036699470e+01,-2.029680128823493579e+00
1.500570327080169797e+01,-1.049389248980496792e+00
